cliente,idade,sexo,estado_civil,grau_escolaridade,dependentes,trabalha,salario_ano,casa_propria,valor_imovel,seguro_residencia,carro,seguro_auto,cartao,seguro_cartao,poupanca,renda_fixa,credito_pessoal,scode_credito,grupo
719445633,60,1,2,4,0,1,25480.0,0,0,0,1,0,1,1,3,2,1,464.0,1
719446833,58,1,2,3,1,1,24060.0,0,0,0,0,0,1,1,1,0,0,502.0,1
719449533,49,1,1,4,0,1,66690.0,1,239000,0,0,0,1,0,2,0,2,351.9,0
719450508,53,0,2,3,2,1,196600.0,0,0,0,1,0,1,1,0,0,2,504.0,1
719451483,46,1,2,1,4,1,17770.0,0,0,0,1,0,1,1,2,2,1,353.0,1
719452308,30,1,2,2,0,1,16420.0,0,0,0,1,1,1,1,3,2,0,278.0,3
719453283,45,1,2,4,2,1,22610.0,1,445000,1,2,0,1,0,3,0,0,577.0,4
719455083,48,1,1,4,0,1,21720.0,0,0,0,1,1,1,1,0,0,0,474.3,3
719455908,48,0,2,2,3,1,132760.0,1,374000,1,1,1,1,1,3,0,1,712.0,4
719459358,52,0,2,5,1,1,196570.0,0,0,0,1,1,1,1,0,0,1,621.6,1
719461008,51,0,2,3,2,1,97110.0,0,0,0,1,0,1,1,0,0,0,488.0,1
719462433,42,1,1,2,2,1,21600.0,0,0,0,0,0,1,0,3,2,0,479.7,0
719463708,47,1,1,4,0,1,69230.0,0,0,0,0,0,1,1,2,0,3,382.5,1
719464758,52,1,1,1,0,1,23090.0,0,0,0,0,0,1,0,3,2,0,471.6,0
719465733,52,1,1,3,0,1,23520.0,0,0,0,1,1,1,1,2,0,2,492.3,3
719466558,60,1,1,3,0,0,0.0,0,0,0,0,0,1,1,2,1,1,234.0,3
719469333,33,1,1,3,0,1,17590.0,0,0,0,1,0,1,1,3,3,2,409.5,1
719470458,46,0,1,1,0,1,122970.0,1,260000,1,1,1,1,0,3,3,1,385.2,4
719471433,31,1,2,2,0,1,16280.000000000002,1,183000,0,1,1,1,0,1,3,1,297.0,3
719473458,46,0,1,3,0,1,72540.0,0,0,0,0,0,1,0,0,3,2,524.7,2
719474583,50,0,2,2,1,1,129260.0,0,0,0,1,0,1,1,2,3,0,410.0,1
719475633,42,0,2,5,3,1,126100.0,0,0,0,1,0,1,1,2,3,0,532.0,1
719482008,45,0,1,4,0,1,96930.0,0,0,0,1,0,1,1,1,2,2,551.7,1
719483358,33,0,2,1,1,1,58810.0,1,296000,0,1,0,1,1,0,1,3,292.0,1
719484408,39,0,2,4,3,1,91290.0,0,0,0,0,0,1,0,3,3,3,441.0,2
719488008,39,1,2,2,1,1,17460.0,1,190000,0,1,1,1,0,1,0,2,346.0,3
719490108,54,1,1,2,0,1,24360.0,1,485000,1,1,1,1,1,0,2,1,441.9,4
719491233,55,0,1,1,0,1,201510.0,0,0,0,0,0,1,1,1,2,2,458.1,1
719493858,52,1,2,2,2,1,20980.0,0,0,0,1,1,1,1,0,1,0,480.0,3
719494983,26,0,1,2,0,1,15520.0,0,0,0,1,1,1,1,2,1,0,267.3,1
719495958,42,1,2,1,1,1,18920.0,1,251000,1,0,0,1,0,0,2,0,445.0,4
719502183,52,1,2,2,2,1,23520.0,1,453000,0,0,0,1,0,3,2,1,441.0,0
719504433,63,0,1,2,0,1,109910.0,0,0,0,1,1,2,0,0,1,1,630.0,2
719505483,51,1,2,4,0,0,0.0,0,0,0,1,1,1,0,0,1,0,448.0,0
719506983,52,0,2,2,3,1,129200.0,0,0,0,0,0,1,0,1,0,0,470.0,2
719511783,48,1,2,1,1,0,0.0,1,492000,0,1,0,1,1,1,3,0,394.4,3
719512983,47,1,1,2,1,1,19260.0,0,0,0,1,0,1,1,1,1,1,449.1,1
719513733,48,0,2,5,3,1,132200.0,1,428000,0,0,0,1,1,0,1,0,599.0,1
719514783,39,1,0,5,3,1,89210.0,0,0,0,0,0,1,1,1,3,1,266.0,1
719516208,54,0,1,1,0,1,198480.0,0,0,0,0,0,1,1,3,1,3,535.5,1
719517258,57,0,1,1,1,1,137840.0,0,0,0,1,0,1,0,1,3,3,492.3,2
719518308,48,0,0,1,2,1,124500.0,0,0,0,0,0,1,0,0,3,3,336.0,2
719519058,55,1,2,3,4,1,20370.0,0,0,0,1,0,1,1,3,1,2,373.0,1
719521983,38,0,2,4,2,1,59520.0,0,0,0,1,1,1,1,3,1,0,370.0,1
719523108,61,0,1,5,0,1,108520.0,0,0,0,0,0,1,1,2,2,1,490.5,1
719524383,35,1,1,2,0,1,62590.0,0,0,0,0,0,1,0,0,2,0,305.1,0
719525358,52,0,1,2,0,1,133300.0,0,0,0,1,1,1,1,1,3,3,526.5,1
719527833,45,1,0,3,4,0,0.0,0,0,0,1,0,1,0,2,3,0,513.6,0
719528958,57,1,1,1,0,1,73550.0,0,0,0,0,0,1,0,0,2,3,406.8,0
719530158,57,0,1,2,0,1,105080.0,0,0,0,1,1,1,1,1,2,2,510.3,1
719531133,46,1,0,1,4,1,69390.0,0,0,0,1,0,1,0,3,3,2,498.0,0
719532108,40,1,2,3,5,1,21550.0,0,0,0,1,1,1,0,3,0,3,414.0,0
719534058,26,1,0,2,0,1,18990.0,1,438000,0,1,1,1,1,1,0,3,277.0,3
719535558,47,0,3,1,4,1,67450.0,0,0,0,0,0,1,0,0,0,3,397.0,2
719536608,49,1,1,2,0,1,23930.0,0,0,0,1,0,1,0,3,2,1,534.6,0
719538183,47,0,2,3,1,1,100540.0,0,0,0,2,0,1,1,3,1,1,669.0,1
719539458,46,1,1,2,0,1,23840.0,0,0,0,1,0,1,1,2,3,3,554.4,1
719543208,38,1,1,4,0,0,0.0,0,0,0,1,0,1,0,3,2,1,417.6,0
719545983,31,1,0,5,2,1,90830.0,0,0,0,1,1,1,1,2,3,2,491.0,3
719547033,40,0,2,4,4,1,131980.0,1,796000,1,0,0,1,0,1,2,1,718.0,4
719549508,49,1,1,2,1,1,23280.0,0,0,0,0,0,1,1,0,2,3,433.8,1
719554758,46,0,2,4,2,1,126250.0,0,0,0,1,1,1,1,1,2,0,588.0,1
719555733,53,1,2,4,2,0,0.0,0,0,0,1,0,1,1,1,2,0,316.8,3
719556558,46,0,2,5,2,1,189590.0,0,0,0,1,0,1,0,3,3,2,474.6,2
719557983,42,0,2,4,4,1,96460.0,0,0,0,1,1,1,1,0,3,2,545.0,1
719562108,28,1,1,4,0,1,17220.0,0,0,0,1,0,2,0,1,1,3,405.9,0
719563158,48,0,2,3,2,1,68180.0,0,0,0,1,1,1,1,2,2,2,505.0,1
719564208,46,1,1,4,0,1,65630.0,0,0,0,0,0,1,0,2,3,1,307.8,0
719568333,39,0,1,4,0,1,119510.0,0,0,0,1,1,2,0,2,0,0,527.4,2
719570733,52,0,1,1,0,1,101230.0,0,0,0,0,0,1,1,2,1,2,443.7,1
719572833,57,1,0,2,3,1,76790.0,1,544000,1,1,0,1,0,2,0,0,553.0,4
719574033,38,0,1,3,0,1,111490.0,1,1535000,1,0,0,1,1,3,1,1,721.8,4
719577258,43,1,3,4,2,1,18130.0,1,194000,1,0,0,1,1,0,2,2,410.0,4
719580033,54,0,0,2,1,1,97550.0,0,0,0,1,0,1,1,1,0,2,341.0,1
719582058,41,0,1,5,0,1,133170.0,1,910000,1,0,0,1,0,1,3,2,599.4,4
719583558,49,1,2,4,3,1,71600.0,0,0,0,1,1,1,1,0,3,3,537.0,3
719584608,40,0,0,3,4,1,64150.00000000001,1,422000,0,0,0,1,0,3,1,3,364.0,2
719587158,37,0,1,3,0,1,60270.0,0,0,0,0,0,1,0,1,2,1,334.8,2
719590458,44,1,2,2,4,1,20100.0,0,0,0,1,1,1,0,0,2,0,428.0,0
719591283,38,0,2,4,2,1,17750.0,0,0,0,0,0,1,0,1,0,3,362.0,2
719592483,43,1,1,2,2,0,0.0,0,0,0,1,0,1,0,3,2,3,486.72,0
719593608,56,0,2,4,1,1,145980.0,0,0,0,1,0,1,0,3,1,3,675.0,2
719594433,35,1,1,2,0,0,0.0,0,0,0,0,0,1,0,1,2,1,246.24,0
719595708,53,1,2,3,2,1,25570.0,1,1521000,0,0,0,1,0,0,3,0,769.0,0
719596908,56,1,2,5,5,1,101610.0,0,0,0,1,1,1,1,0,1,0,425.0,3
719601708,45,0,1,1,0,1,98040.0,1,505000,0,0,0,1,1,3,3,2,394.2,1
719602908,42,1,1,5,0,1,63200.0,0,0,0,1,1,1,1,1,1,2,372.6,3
719604858,45,1,2,1,3,1,18740.0,0,0,0,1,1,1,1,2,1,1,390.0,3
719606133,42,0,1,2,0,1,95600.0,0,0,0,0,0,1,0,2,3,3,413.1,2
719607183,55,1,1,2,0,0,0.0,1,765000,0,1,0,1,1,1,0,0,540.72,3
719608308,37,0,1,3,0,1,89730.0,0,0,0,0,0,1,1,2,1,2,407.7,1
719609433,55,1,3,4,4,1,74380.0,0,0,0,1,1,1,1,1,1,2,532.0,3
719610708,43,0,2,2,1,1,208230.0,0,0,0,0,0,1,1,1,3,3,808.0,1
719612583,52,1,3,4,4,1,13470.0,0,0,0,2,0,1,0,0,1,1,691.0,0
719613783,51,1,2,1,1,1,22880.0,1,421000,1,1,1,1,1,2,1,2,453.0,4
719614758,45,1,1,2,1,1,69260.0,0,0,0,0,0,1,0,2,2,3,409.5,0
719617758,56,1,2,2,1,1,24420.0,1,461000,1,0,0,1,0,0,0,1,503.0,4
719620983,41,1,1,1,0,1,21530.0,0,0,0,1,0,1,0,1,2,2,391.5,0
719621958,43,0,0,2,3,1,91070.0,1,172000,0,1,0,1,1,0,0,0,318.0,1
719623083,33,1,0,1,1,1,26350.0,1,830000,0,1,0,3,0,3,0,3,612.0,0
719625933,41,0,2,2,3,1,190820.0,1,800000,0,1,1,1,1,2,1,0,573.0,3
719627133,50,1,1,2,0,1,22350.0,0,0,0,1,1,1,1,3,2,0,459.0,3
719628033,33,1,2,5,1,1,88530.0,0,0,0,1,0,1,0,3,3,1,446.0,0
719629308,55,1,1,4,0,1,149490.0,1,847000,0,0,0,2,0,3,3,1,687.6,0
719630358,50,1,2,3,4,1,20100.0,1,262000,1,1,1,1,0,1,2,3,413.0,4
719632683,40,0,1,2,0,1,65150.00000000001,0,0,0,1,0,1,1,0,2,0,458.1,1
719633508,52,1,2,1,1,1,24060.0,1,488000,1,0,0,1,1,2,0,3,432.0,4
719634408,51,0,1,5,0,1,217360.0,1,1353000,1,0,0,2,0,2,0,0,779.625,4
719647383,35,0,2,2,2,1,114750.0,0,0,0,1,0,1,1,1,1,2,366.0,1
719648358,50,0,1,2,0,1,126210.0,0,0,0,1,0,1,0,2,0,0,306.9,2
719649408,46,0,2,3,2,1,93830.0,0,0,0,1,1,1,1,1,2,3,469.0,1
719651358,46,1,1,4,1,0,0.0,0,0,0,1,0,1,1,3,2,1,473.04,3
719653308,49,1,2,4,3,1,23080.0,0,0,0,1,0,1,1,3,0,3,495.0,1
719654283,52,1,2,2,2,1,73840.0,1,464000,0,1,1,2,0,0,2,0,668.0,3
719655258,64,0,1,2,0,1,22940.0,0,0,0,0,0,1,1,1,1,2,426.6,1
719656533,44,0,2,3,3,1,96820.0,0,0,0,1,0,1,1,1,3,0,481.0,1
719657583,44,0,2,2,3,1,64140.0,1,231000,1,0,0,1,0,0,2,1,527.0,4
719658858,50,1,2,5,4,1,109680.0,1,704000,0,1,0,2,0,2,0,1,693.0,0
719659758,45,1,2,3,4,1,67690.0,0,0,0,0,0,1,0,3,0,3,356.0,0
719660658,37,1,1,3,0,0,0.0,0,0,0,0,0,1,0,1,3,0,321.84,0
719661558,48,0,1,2,0,1,125230.0,0,0,0,1,1,1,1,1,1,0,389.7,1
719662458,44,1,3,2,2,1,16740.0,0,0,0,1,1,1,0,3,0,2,250.0,0
719666283,55,1,2,1,1,1,18190.0,0,0,0,0,0,1,0,0,2,1,235.0,0
719671383,40,1,0,4,3,1,21060.0,1,411000,0,1,1,1,1,3,1,3,454.0,3
719672283,47,0,2,2,4,1,99040.0,0,0,0,0,0,2,0,3,2,2,670.0,2
719674533,48,0,1,4,0,1,130750.0,0,0,0,0,0,1,0,3,2,2,512.1,2
719677758,39,1,2,2,1,1,103380.0,1,881000,0,0,0,1,1,3,3,1,596.0,3
719679858,58,1,2,4,2,1,68640.0,1,264000,0,1,1,1,0,0,3,2,354.0,3
719680908,47,1,2,1,0,1,23200.0,1,488000,0,0,0,1,1,0,3,3,399.0,3
719682183,53,1,1,1,0,1,68730.0,0,0,0,1,0,1,1,0,2,1,486.0,1
719683158,56,1,2,2,2,1,80000.0,1,715000,0,2,0,1,0,1,0,0,662.0,0
719685408,40,0,2,4,2,1,90460.0,1,251000,0,1,1,1,1,0,0,3,337.0,3
719686458,37,0,2,2,3,1,59660.0,0,0,0,2,0,1,0,3,3,3,392.0,2
719688408,45,0,2,2,3,1,129120.0,0,0,0,1,0,2,0,3,1,0,661.0,2
719690733,47,1,2,3,4,1,22540.0,0,0,0,1,1,1,0,3,0,3,479.0,0
719692983,36,0,2,5,2,1,88910.0,1,275000,1,0,0,1,0,1,3,3,419.0,4
719694408,30,1,1,1,0,1,25300.0,0,0,0,1,1,1,1,2,1,0,603.0,3
719699208,39,1,1,4,1,1,21400.0,0,0,0,1,1,1,1,2,1,1,462.6,3
719701383,44,0,2,3,4,1,114890.0,0,0,0,1,1,1,0,1,0,3,738.0,2
719703483,47,1,3,1,1,1,23120.0,0,0,0,1,0,1,0,2,2,1,530.0,0
719704308,56,1,2,3,4,1,67300.0,0,0,0,0,0,1,0,1,1,1,249.0,0
719706483,33,0,2,3,3,1,170270.0,0,0,0,1,1,1,0,0,3,2,476.0,2
719709558,48,0,2,2,3,1,68700.0,1,452000,0,0,0,1,1,3,2,1,427.0,1
719712633,64,0,2,2,1,1,20120.0,0,0,0,2,0,1,0,2,0,0,510.0,2
719713683,52,1,2,2,0,0,0.0,0,0,0,1,0,1,0,3,0,0,416.0,0
719714658,61,0,1,5,0,1,110740.0,0,0,0,1,1,1,1,1,2,1,537.3,1
719716983,46,1,2,2,4,0,0.0,0,0,0,1,0,1,1,1,2,1,449.6,3
719719158,38,0,1,5,1,1,142390.0,1,1558000,1,1,0,2,0,0,2,1,794.7,4
719720058,44,0,1,3,0,1,91100.0,0,0,0,1,0,1,0,1,3,3,301.5,2
719722308,31,1,3,4,0,1,32740.000000000004,1,1311000,0,0,0,1,0,1,2,3,601.0,0
719723658,49,1,1,4,0,1,23190.0,0,0,0,0,0,1,1,0,2,0,430.2,1
719724933,58,1,2,4,1,1,24690.0,0,0,0,2,0,1,0,0,3,3,641.0,0
719728383,38,1,2,2,4,0,0.0,0,0,0,0,0,1,1,3,2,2,224.8,3
719729433,65,1,2,2,1,1,22090.0,0,0,0,1,0,1,0,3,1,3,473.0,0
719730258,41,0,3,4,4,1,96070.0,0,0,0,1,1,2,0,2,3,1,676.0,2
719731458,56,0,0,1,3,1,67050.0,0,0,0,0,0,1,0,0,3,2,434.0,2
719732433,54,0,1,2,0,1,103070.0,0,0,0,1,1,1,1,3,3,0,495.0,1
719734533,40,1,2,2,4,1,22130.0,0,0,0,1,0,1,0,3,1,1,388.0,0
719737833,46,1,2,4,4,1,18170.0,0,0,0,1,1,1,1,0,0,2,356.0,3
719739108,62,1,3,2,0,1,77020.0,1,402000,1,0,0,1,0,0,3,3,588.0,4
719740008,51,1,2,3,4,1,20320.0,1,258000,0,0,0,1,0,3,0,2,481.0,0
719740983,44,1,3,2,1,1,76540.0,1,900000,1,0,0,2,0,2,0,1,635.0,4
719742108,38,1,1,3,0,1,17950.0,0,0,0,0,0,1,0,3,3,2,306.0,0
719745558,52,0,1,2,0,1,102740.0,0,0,0,0,0,1,1,1,2,2,459.0,1
719749083,63,0,1,1,0,1,22930.0,0,0,0,0,0,1,1,1,2,1,448.2,1
719751483,39,1,1,4,0,1,18430.0,0,0,0,1,1,1,1,2,0,2,342.9,3
719756133,34,0,1,4,1,1,87670.0,0,0,0,0,0,1,0,1,3,0,342.9,2
719758758,42,1,2,2,3,1,22450.0,0,0,0,1,0,1,0,2,1,1,391.0,0
719759733,59,1,1,2,0,1,107180.0,1,285000,1,1,1,1,0,2,0,1,514.8,4
719761458,55,0,1,5,1,1,103470.0,0,0,0,0,0,1,1,0,3,3,377.1,1
719767683,46,0,1,1,0,1,137550.0,1,853000,0,1,1,1,1,1,0,2,642.6,3
719768658,31,1,2,1,0,1,21040.0,1,1454000,1,1,1,2,0,3,2,1,828.0,4
719770158,54,1,1,1,0,1,20110.0,1,219000,0,1,1,1,1,1,2,2,504.9,3
719772258,38,0,1,1,0,1,120950.0,0,0,0,0,0,1,1,1,2,3,369.9,1
719773158,42,0,2,2,3,1,144920.0,1,1427000,1,1,1,1,0,3,3,2,826.0,4
719775408,41,1,1,3,1,0,0.0,0,0,0,0,0,1,0,2,2,0,361.44,0
719776608,50,0,2,2,2,1,125880.0,1,289000,0,0,0,1,0,0,1,3,311.0,2
719781183,57,0,2,3,4,1,133790.0,0,0,0,0,0,1,1,3,0,3,403.0,1
719782458,49,1,2,2,1,1,70640.0,1,398000,0,1,1,1,0,3,2,0,568.0,3
719784708,49,0,2,4,0,1,139160.0,1,741000,0,1,1,1,0,1,1,2,685.0,2
719785683,41,0,2,5,4,1,133420.0,1,833000,0,1,1,1,0,1,1,1,712.0,2
719787633,47,0,2,2,0,1,138160.0,1,754000,0,1,1,2,0,3,1,2,737.0,2
719788833,47,0,2,3,3,1,94390.0,0,0,0,1,1,1,1,2,1,2,410.0,1
719794383,60,1,2,1,2,1,25850.0,0,0,0,1,0,1,1,3,0,2,531.0,1
719797758,56,1,1,3,0,1,24650.0,0,0,0,0,0,1,0,0,3,3,380.7,0
719799033,52,0,0,5,1,1,153650.0,1,1433000,1,0,0,1,1,3,0,0,716.0,4
719801508,36,0,0,4,1,1,179250.0,0,0,0,1,1,1,1,0,1,0,602.55,1
719804208,36,0,2,2,2,1,58800.0,0,0,0,0,0,1,0,0,1,1,311.0,2
719805183,39,0,2,1,2,1,37810.0,1,1535000,1,1,1,1,0,0,3,1,730.0,4
719806233,36,0,1,2,0,1,174600.0,0,0,0,0,0,1,1,3,0,0,464.4,1
719808558,55,1,2,2,2,1,17950.0,1,239000,0,2,0,1,0,3,1,2,429.0,0
719809533,59,1,2,1,0,1,25610.0,0,0,0,0,0,1,1,2,0,3,479.0,1
719810583,64,0,2,3,0,1,19340.0,0,0,0,1,1,1,1,2,3,1,453.0,1
719813058,44,1,2,2,5,1,74220.0,1,807000,0,0,0,1,0,3,0,0,513.0,0
719815383,49,1,2,5,4,1,104870.0,0,0,0,2,0,1,0,0,1,3,593.0,0
719816583,46,0,2,5,3,1,186330.0,1,231000,1,1,0,1,0,1,2,1,434.7,4
719818983,39,0,3,1,1,1,117550.0,1,270000,1,0,0,1,1,1,1,1,415.0,4
719819958,34,0,2,4,2,1,58200.0,0,0,0,0,0,1,0,3,1,3,281.0,2
719821908,38,1,1,3,0,1,18310.0,1,275000,0,0,0,1,1,0,1,0,198.9,3
719826333,34,1,1,1,0,1,17530.0,0,0,0,0,0,1,1,0,0,3,215.1,1
719829633,42,1,2,2,2,1,68660.0,0,0,0,0,0,1,0,1,1,1,528.0,0
719831958,49,0,1,1,0,1,191240.0,0,0,0,0,0,1,0,1,0,1,538.2,2
719834208,42,0,2,2,2,1,95000.0,0,0,0,0,0,1,0,1,1,0,410.0,2
719835033,46,0,2,1,4,1,129810.0,0,0,0,1,1,1,0,2,0,1,549.0,2
719836083,54,0,2,1,4,1,98930.0,1,154000,0,2,0,1,0,3,2,3,438.0,2
719838558,46,0,1,4,0,1,102830.0,1,743000,0,0,0,1,0,3,2,1,444.6,2
719841708,45,0,1,4,0,1,148980.0,1,1518000,0,1,0,1,1,1,1,2,794.7,1
719843958,46,0,2,2,2,1,191870.0,1,487000,0,1,0,1,0,0,3,0,524.0,2
719845908,52,1,1,4,0,1,23900.0,1,480000,1,0,0,1,0,0,2,0,412.2,4
719847108,52,0,2,2,1,1,110040.0,0,0,0,1,1,1,0,3,2,3,627.0,2
719848008,39,0,0,2,2,1,115030.0,0,0,0,1,1,2,0,1,2,2,875.0,2
719848908,41,1,2,2,3,0,0.0,1,409000,1,1,0,1,1,3,2,3,396.0,4
719849958,44,1,1,2,1,1,22780.0,0,0,0,1,0,1,0,2,1,3,495.0,0
719850933,30,0,1,1,0,1,101780.0,1,1335000,1,1,0,1,1,0,2,3,674.1,4
719854008,47,0,1,1,0,1,64140.0,0,0,0,1,1,1,1,1,3,2,465.3,1
719855958,41,0,1,3,1,1,92370.0,0,0,0,0,0,1,1,2,3,1,338.4,1
719857008,37,1,1,2,0,1,65040.00000000001,0,0,0,1,1,1,1,2,1,0,451.8,3
719859033,32,0,2,2,3,1,63620.0,1,644000,1,1,0,1,0,3,3,2,378.0,4
719860308,42,1,2,2,2,1,18740.0,1,242000,0,1,0,1,0,2,3,1,417.0,0
719862258,38,1,1,4,0,0,0.0,1,502000,1,1,1,1,1,1,2,3,391.68,3
719863758,49,1,2,5,3,1,65280.0,0,0,0,1,1,1,0,3,2,0,337.0,0
719868183,42,1,2,3,3,1,64280.0,0,0,0,1,1,1,1,2,0,1,359.0,3
719872833,45,1,3,2,2,1,21000.0,0,0,0,2,0,1,1,3,1,2,638.0,1
719873808,34,0,2,1,1,1,85670.0,1,200000,1,1,1,1,1,1,0,3,313.0,4
719874633,44,0,0,3,1,1,124500.0,1,189000,1,1,1,3,0,0,1,1,558.0,4
719876808,43,0,3,4,3,1,126150.0,0,0,0,1,0,1,0,3,1,0,514.0,2
719880408,46,1,2,2,4,1,21740.0,0,0,0,1,0,1,0,1,2,2,432.0,0
719881533,46,0,2,1,2,1,63710.0,0,0,0,0,0,2,0,1,0,1,499.0,2
719882583,44,0,1,2,2,1,96930.0,0,0,0,1,0,1,1,3,0,3,539.1,1
719883858,58,0,2,2,2,1,18310.0,0,0,0,0,0,1,0,2,1,3,295.0,2
719884983,52,0,1,2,0,1,71620.0,0,0,0,1,0,1,1,2,2,2,515.7,1
719885883,53,0,1,1,0,1,194440.0,0,0,0,0,0,1,1,0,2,3,459.9,1
719887008,38,1,2,2,3,1,21020.0,0,0,0,2,0,1,1,1,1,3,575.0,1
719888358,47,0,3,4,1,1,129120.0,0,0,0,0,0,1,1,2,1,3,615.0,1
719889408,56,1,2,4,4,1,19030.0,0,0,0,0,0,1,0,3,1,2,344.0,0
719894433,43,1,2,1,4,1,18770.0,0,0,0,1,1,1,1,3,0,2,300.0,3
719898108,57,1,2,5,2,1,76830.0,1,532000,0,1,0,1,0,2,1,1,586.0,0
719900733,60,0,2,3,1,1,94020.0,1,1464000,0,0,0,1,1,1,2,2,754.0,1
719902908,51,0,2,1,3,1,127710.0,1,293000,1,1,0,1,1,1,3,1,386.0,4
719904333,29,0,2,2,0,1,56890.0,1,223000,1,0,0,1,1,3,0,3,443.0,4
719905908,59,0,2,4,1,1,101490.0,0,0,0,1,1,1,0,3,1,2,378.0,2
719910333,43,1,0,2,3,1,67220.0,0,0,0,2,0,1,0,1,1,2,571.0,0
719911458,49,1,2,3,5,1,22930.0,0,0,0,1,0,1,1,1,3,0,482.0,1
719912808,52,0,1,3,0,1,103310.0,0,0,0,1,0,1,1,3,1,0,572.4,1
719913783,40,0,1,2,0,1,79720.0,1,1362000,1,0,0,1,0,0,1,0,620.1,4
719914908,37,0,3,4,2,1,16740.0,1,170000,1,1,1,2,0,0,1,3,445.0,4
719916408,34,0,2,2,5,1,85170.0,0,0,0,1,0,1,0,3,1,1,276.0,2
719917233,49,0,2,5,3,1,127560.0,1,183000,1,1,1,1,0,3,3,1,462.0,4
719918358,57,1,0,2,3,1,30010.0,1,779000,1,1,0,1,1,0,2,3,534.0,4
719922558,45,1,3,1,5,1,70340.0,1,535000,1,1,0,1,0,0,1,2,488.0,4
719924433,40,1,2,2,4,1,82140.0,1,1345000,1,1,0,2,0,1,3,2,761.0,4
719925483,46,0,2,2,4,1,128560.0,1,453000,0,0,0,1,0,0,3,1,417.0,2
719926683,41,0,3,3,3,1,96560.0,1,475000,0,1,1,1,0,3,1,1,576.0,2
719929758,50,1,2,5,1,1,101460.0,0,0,0,2,0,1,0,0,3,1,516.0,0
719930658,40,0,2,4,4,1,181010.0,0,0,0,1,1,1,1,3,1,0,472.77,1
719934783,43,0,2,5,3,1,144340.0,0,0,0,1,0,1,1,2,2,1,664.0,1
719940483,51,1,2,2,1,1,72730.0,1,484000,0,1,1,1,0,3,2,3,531.0,3
719941533,32,1,2,2,1,1,37830.0,1,1627000,1,0,0,1,0,3,1,3,697.0,4
719942883,54,0,2,2,5,1,97370.0,1,262000,0,1,1,1,0,0,1,1,345.0,2
719944458,29,0,1,3,0,1,71910.0,1,1251000,0,1,1,1,0,0,1,0,615.6,2
719945433,60,1,3,4,1,1,71090.0,1,179000,0,1,1,1,1,0,1,1,423.0,3
719947533,46,1,2,2,2,0,0.0,0,0,0,1,1,1,0,2,2,0,374.4,0
719951208,43,0,1,2,1,1,96480.0,0,0,0,1,1,1,0,1,1,1,481.5,2
719952408,30,0,2,2,0,1,16050.0,1,187000,0,1,0,1,1,3,0,1,402.0,1
719953383,38,1,1,1,1,1,21380.0,1,456000,1,1,0,1,1,1,3,3,427.5,4
719954733,43,0,2,2,2,1,130040.0,0,0,0,2,0,1,0,2,3,3,770.0,2
719955558,32,0,2,2,0,1,77190.0,1,1444000,0,1,0,2,0,1,2,1,743.0,2
719960133,42,0,1,1,0,1,125520.0,0,0,0,0,0,2,0,2,2,1,534.6,2
719961183,63,1,2,3,0,1,20070.0,0,0,0,1,0,1,0,3,3,3,451.0,0
719962458,44,1,0,2,2,1,22800.0,1,487000,0,1,0,1,1,3,2,3,441.0,3
719963433,37,1,1,1,0,0,0.0,0,0,0,0,0,1,1,3,3,0,321.12,3
719964933,50,1,1,2,2,1,23240.0,0,0,0,0,0,1,0,2,3,3,437.4,0
719967708,44,1,1,1,0,1,20710.0,0,0,0,0,0,1,1,0,0,2,374.4,1
719971458,49,0,1,2,2,1,131640.0,1,421000,1,1,1,1,1,3,0,0,491.4,4
719973033,49,1,2,2,1,1,71980.0,0,0,0,2,0,1,1,0,3,0,635.0,1
719976558,47,0,0,2,2,1,94510.0,1,188000,0,0,0,1,1,1,2,2,390.0,1
719978583,46,0,2,3,2,1,96390.0,0,0,0,0,0,1,1,0,2,2,433.0,1
719981508,37,0,1,4,0,0,0.0,1,257000,1,0,0,1,0,2,1,3,228.24,4
719986758,46,1,1,1,0,1,65990.0,0,0,0,1,0,1,1,0,0,1,406.8,1
719987733,51,1,1,1,0,1,66870.0,0,0,0,1,0,1,0,3,1,3,376.2,0
719989008,47,1,0,3,1,0,0.0,0,0,0,0,0,1,1,3,3,2,284.8,3
719990358,36,1,2,3,3,1,20990.0,1,462000,0,0,0,1,0,2,0,2,348.0,0
719991783,40,0,2,3,2,1,124710.0,0,0,0,1,1,2,0,1,3,1,650.0,2
719995008,44,1,2,2,4,0,0.0,0,0,0,1,1,1,1,1,1,2,370.4,3
719996958,29,1,1,4,0,1,16670.0,0,0,0,1,1,1,1,3,1,0,378.9,3
719998233,40,0,2,5,3,1,183860.0,0,0,0,1,0,2,0,3,0,2,683.55,2
719999508,37,0,2,1,3,1,88160.0,1,244000,0,0,0,1,0,2,3,2,306.0,2
720000708,32,1,2,2,0,0,0.0,1,295000,0,1,1,1,1,3,2,0,321.6,3
720001758,42,1,1,2,0,1,36120.0,0,0,0,0,0,1,0,1,3,0,570.6,0
720003558,43,1,0,2,1,1,24140.0,0,0,0,2,0,1,0,1,2,2,575.0,0
720006333,48,0,3,1,2,1,131780.0,0,0,0,1,1,1,0,1,1,0,535.0,2
720007383,41,1,1,1,0,0,0.0,1,230000,0,0,0,1,0,3,2,0,199.8,0
720008133,45,1,0,2,4,0,0.0,0,0,0,0,0,1,1,1,1,2,356.8,3
